,Winner,Turn,Strategy,Goal
205,royalblue,22,Aggressive,BE
206,black,16,Neutral,BE
207,royalblue,18,Aggressive,BE
208,black,23,Neutral,BE
209,royalblue,18,Aggressive,BE
210,royalblue,25,Aggressive,BE
211,royalblue,21,Aggressive,BE
212,black,22,Neutral,BE
213,royalblue,22,Aggressive,BE
214,royalblue,20,Aggressive,BE
215,black,26,Neutral,BE
216,fuchsia,25,Passive,BE
217,royalblue,17,Aggressive,BE
218,royalblue,18,Aggressive,BE
219,black,22,Neutral,BE
220,black,21,Neutral,BE
221,royalblue,14,Aggressive,BE
222,royalblue,18,Aggressive,BE
223,royalblue,19,Aggressive,BE
224,royalblue,19,Aggressive,BE
225,fuchsia,16,Passive,BE
226,fuchsia,27,Passive,BE
227,black,23,Neutral,BE
228,black,15,Neutral,BE
229,royalblue,19,Aggressive,BE
230,fuchsia,21,Passive,BE
231,royalblue,22,Aggressive,BE
232,royalblue,26,Aggressive,BE
233,royalblue,14,Aggressive,BE
234,royalblue,23,Aggressive,BE
235,royalblue,16,Aggressive,BE
236,black,24,Neutral,BE
237,royalblue,16,Aggressive,BE
238,royalblue,20,Aggressive,BE
239,royalblue,22,Aggressive,BE
240,black,21,Neutral,BE
241,royalblue,18,Aggressive,BE
242,royalblue,19,Aggressive,BE
243,black,15,Neutral,BE
244,royalblue,22,Aggressive,BE
245,black,20,Neutral,BE
246,fuchsia,18,Passive,BE
247,royalblue,18,Aggressive,BE
248,royalblue,27,Aggressive,BE
249,royalblue,24,Aggressive,BE
250,black,25,Neutral,BE
251,black,15,Neutral,BE
252,fuchsia,27,Passive,BE
253,fuchsia,25,Passive,BE
254,royalblue,15,Aggressive,BE
255,fuchsia,25,Passive,BE
256,fuchsia,19,Passive,BE
257,royalblue,21,Aggressive,BE
258,royalblue,17,Aggressive,BE
259,royalblue,25,Aggressive,BE
260,black,22,Neutral,BE
261,black,22,Neutral,BE
262,fuchsia,17,Passive,BE
263,royalblue,24,Aggressive,BE
264,royalblue,19,Aggressive,BE
265,fuchsia,21,Passive,BE
266,fuchsia,24,Passive,BE
267,royalblue,20,Aggressive,BE
268,royalblue,16,Aggressive,BE
269,royalblue,16,Aggressive,BE
270,royalblue,20,Aggressive,BE
271,black,18,Neutral,BE
272,royalblue,22,Aggressive,BE
273,royalblue,18,Aggressive,BE
274,black,19,Neutral,BE
275,royalblue,14,Aggressive,BE
276,black,22,Neutral,BE
277,royalblue,15,Aggressive,BE
278,fuchsia,26,Passive,BE
279,royalblue,15,Aggressive,BE
280,royalblue,19,Aggressive,BE
281,royalblue,19,Aggressive,BE
282,royalblue,23,Aggressive,BE
283,royalblue,18,Aggressive,BE
284,black,25,Neutral,BE
285,royalblue,16,Aggressive,BE
286,royalblue,20,Aggressive,BE
287,royalblue,19,Aggressive,BE
288,royalblue,17,Aggressive,BE
289,fuchsia,24,Passive,BE
290,black,25,Neutral,BE
291,royalblue,18,Aggressive,BE
292,fuchsia,18,Passive,BE
293,fuchsia,19,Passive,BE
294,royalblue,21,Aggressive,BE
295,royalblue,17,Aggressive,BE
296,fuchsia,19,Passive,BE
297,royalblue,20,Aggressive,BE
298,royalblue,21,Aggressive,BE
299,royalblue,23,Aggressive,BE
300,royalblue,20,Aggressive,BE
301,royalblue,19,Aggressive,BE
302,black,17,Neutral,BE
303,royalblue,15,Aggressive,BE
304,black,22,Neutral,BE
305,fuchsia,31,Passive,BE
306,fuchsia,27,Passive,BE
307,black,16,Neutral,BE
308,black,25,Neutral,BE
309,royalblue,20,Aggressive,BE
310,fuchsia,21,Passive,BE
311,fuchsia,23,Passive,BE
312,fuchsia,24,Passive,BE
313,royalblue,19,Aggressive,BE
314,royalblue,18,Aggressive,BE
315,royalblue,18,Aggressive,BE
316,royalblue,20,Aggressive,BE
317,royalblue,16,Aggressive,BE
318,royalblue,18,Aggressive,BE
319,fuchsia,23,Passive,BE
320,royalblue,26,Aggressive,BE
321,black,27,Neutral,BE
322,royalblue,22,Aggressive,BE
323,black,22,Neutral,BE
324,royalblue,25,Aggressive,BE
325,royalblue,25,Aggressive,BE
326,black,26,Neutral,BE
327,black,18,Neutral,BE
328,royalblue,19,Aggressive,BE
329,fuchsia,22,Passive,BE
330,fuchsia,24,Passive,BE
331,fuchsia,24,Passive,BE
332,black,23,Neutral,BE
333,fuchsia,23,Passive,BE
334,royalblue,18,Aggressive,BE
335,royalblue,18,Aggressive,BE
336,royalblue,29,Aggressive,BE
337,black,22,Neutral,BE
338,fuchsia,18,Passive,BE
339,fuchsia,24,Passive,BE
340,fuchsia,31,Passive,BE
341,royalblue,18,Aggressive,BE
342,royalblue,14,Aggressive,BE
343,royalblue,21,Aggressive,BE
344,royalblue,24,Aggressive,BE
345,black,20,Neutral,BE
346,royalblue,17,Aggressive,BE
347,fuchsia,23,Passive,BE
348,royalblue,21,Aggressive,BE
349,black,23,Neutral,BE
350,black,22,Neutral,BE
351,black,25,Neutral,BE
352,royalblue,21,Aggressive,BE
353,royalblue,17,Aggressive,BE
354,royalblue,24,Aggressive,BE
355,royalblue,20,Aggressive,BE
356,black,20,Neutral,BE
357,fuchsia,22,Passive,BE
358,black,23,Neutral,BE
359,royalblue,19,Aggressive,BE
360,royalblue,14,Aggressive,BE
361,royalblue,23,Aggressive,BE
362,fuchsia,24,Passive,BE
363,fuchsia,23,Passive,BE
364,royalblue,14,Aggressive,BE
365,black,17,Neutral,BE
366,black,18,Neutral,BE
367,black,20,Neutral,BE
368,black,20,Neutral,BE
369,fuchsia,25,Passive,BE
370,royalblue,21,Aggressive,BE
371,royalblue,17,Aggressive,BE
372,black,22,Neutral,BE
373,royalblue,19,Aggressive,BE
374,fuchsia,24,Passive,BE
375,royalblue,20,Aggressive,BE
376,royalblue,26,Aggressive,BE
377,royalblue,15,Aggressive,BE
378,black,24,Neutral,BE
379,royalblue,20,Aggressive,BE
380,fuchsia,27,Passive,BE
381,black,23,Neutral,BE
382,royalblue,19,Aggressive,BE
383,fuchsia,25,Passive,BE
384,royalblue,24,Aggressive,BE
385,fuchsia,24,Passive,BE
386,royalblue,16,Aggressive,BE
387,royalblue,20,Aggressive,BE
388,royalblue,21,Aggressive,BE
389,royalblue,21,Aggressive,BE
390,fuchsia,27,Passive,BE
391,royalblue,20,Aggressive,BE
392,fuchsia,21,Passive,BE
393,royalblue,18,Aggressive,BE
394,black,21,Neutral,BE
395,royalblue,32,Aggressive,BE
396,black,28,Neutral,BE
397,royalblue,18,Aggressive,BE
398,fuchsia,22,Passive,BE
399,royalblue,23,Aggressive,BE
400,royalblue,19,Aggressive,LA
401,royalblue,17,Aggressive,LA
402,royalblue,16,Aggressive,LA
403,royalblue,16,Aggressive,LA
404,royalblue,16,Aggressive,LA
405,royalblue,18,Aggressive,LA
406,royalblue,17,Aggressive,LA
407,royalblue,27,Aggressive,LA
408,royalblue,18,Aggressive,LA
409,royalblue,19,Aggressive,LA
410,royalblue,17,Aggressive,LA
411,royalblue,21,Aggressive,LA
412,royalblue,21,Aggressive,LA
413,royalblue,22,Aggressive,LA
414,royalblue,21,Aggressive,LA
415,black,20,Neutral,LA
416,royalblue,18,Aggressive,LA
417,royalblue,17,Aggressive,LA
418,royalblue,19,Aggressive,LA
419,royalblue,23,Aggressive,LA
420,royalblue,25,Aggressive,LA
421,royalblue,19,Aggressive,LA
422,royalblue,25,Aggressive,LA
423,royalblue,27,Aggressive,LA
424,royalblue,20,Aggressive,LA
425,royalblue,28,Aggressive,LA
426,royalblue,20,Aggressive,LA
427,black,22,Neutral,LA
428,royalblue,17,Aggressive,LA
429,royalblue,22,Aggressive,LA
430,royalblue,20,Aggressive,LA
431,royalblue,15,Aggressive,LA
432,royalblue,26,Aggressive,LA
433,royalblue,18,Aggressive,LA
434,royalblue,26,Aggressive,LA
435,royalblue,16,Aggressive,LA
436,royalblue,25,Aggressive,LA
437,royalblue,18,Aggressive,LA
438,royalblue,19,Aggressive,LA
439,royalblue,16,Aggressive,LA
440,royalblue,28,Aggressive,LA
441,royalblue,26,Aggressive,LA
442,royalblue,17,Aggressive,LA
443,royalblue,25,Aggressive,LA
444,black,26,Neutral,LA
445,royalblue,24,Aggressive,LA
446,royalblue,27,Aggressive,LA
447,royalblue,16,Aggressive,LA
448,royalblue,15,Aggressive,LA
449,royalblue,23,Aggressive,LA
450,royalblue,18,Aggressive,LA
451,black,26,Neutral,LA
452,royalblue,23,Aggressive,LA
453,black,32,Neutral,LA
454,royalblue,18,Aggressive,LA
455,royalblue,21,Aggressive,LA
456,royalblue,16,Aggressive,LA
457,royalblue,18,Aggressive,LA
458,royalblue,23,Aggressive,LA
459,royalblue,21,Aggressive,LA
460,royalblue,16,Aggressive,LA
461,royalblue,26,Aggressive,LA
462,royalblue,17,Aggressive,LA
463,royalblue,21,Aggressive,LA
464,fuchsia,27,Passive,LA
465,royalblue,25,Aggressive,LA
466,royalblue,23,Aggressive,LA
467,black,22,Neutral,LA
468,royalblue,28,Aggressive,LA
469,royalblue,27,Aggressive,LA
470,fuchsia,27,Passive,LA
471,royalblue,16,Aggressive,LA
472,royalblue,19,Aggressive,LA
473,royalblue,19,Aggressive,LA
474,royalblue,21,Aggressive,LA
475,royalblue,17,Aggressive,LA
476,royalblue,31,Aggressive,LA
477,royalblue,20,Aggressive,LA
478,royalblue,22,Aggressive,LA
479,royalblue,17,Aggressive,LA
480,royalblue,15,Aggressive,LA
481,royalblue,28,Aggressive,LA
482,royalblue,27,Aggressive,LA
483,royalblue,16,Aggressive,LA
484,royalblue,32,Aggressive,LA
485,royalblue,28,Aggressive,LA
486,royalblue,20,Aggressive,LA
487,royalblue,21,Aggressive,LA
488,royalblue,24,Aggressive,LA
489,royalblue,19,Aggressive,LA
490,royalblue,19,Aggressive,LA
491,royalblue,25,Aggressive,LA
492,royalblue,23,Aggressive,LA
493,royalblue,16,Aggressive,LA
494,royalblue,24,Aggressive,LA
495,royalblue,28,Aggressive,LA
496,royalblue,15,Aggressive,LA
497,royalblue,16,Aggressive,LA
498,royalblue,23,Aggressive,LA
499,royalblue,16,Aggressive,LA
500,royalblue,23,Aggressive,LA
501,royalblue,25,Aggressive,LA
502,royalblue,15,Aggressive,LA
503,black,19,Neutral,LA
504,royalblue,16,Aggressive,LA
505,royalblue,21,Aggressive,LA
506,royalblue,18,Aggressive,LA
507,royalblue,18,Aggressive,LA
508,black,30,Neutral,LA
509,royalblue,20,Aggressive,LA
510,royalblue,20,Aggressive,LA
511,royalblue,18,Aggressive,LA
512,royalblue,19,Aggressive,LA
513,royalblue,23,Aggressive,LA
514,royalblue,23,Aggressive,LA
515,black,23,Neutral,LA
516,royalblue,23,Aggressive,LA
517,black,28,Neutral,LA
518,royalblue,17,Aggressive,LA
519,royalblue,30,Aggressive,LA
520,royalblue,18,Aggressive,LA
521,royalblue,21,Aggressive,LA
522,royalblue,23,Aggressive,LA
523,royalblue,24,Aggressive,LA
524,royalblue,22,Aggressive,LA
525,royalblue,20,Aggressive,LA
526,royalblue,21,Aggressive,LA
527,royalblue,15,Aggressive,LA
528,royalblue,14,Aggressive,LA
529,royalblue,19,Aggressive,LA
530,black,26,Neutral,LA
531,black,23,Neutral,LA
532,royalblue,19,Aggressive,LA
533,royalblue,20,Aggressive,LA
534,royalblue,26,Aggressive,LA
535,royalblue,19,Aggressive,LA
536,royalblue,24,Aggressive,LA
537,royalblue,17,Aggressive,LA
538,black,26,Neutral,LA
539,royalblue,19,Aggressive,LA
540,black,22,Neutral,LA
541,royalblue,16,Aggressive,LA
542,royalblue,15,Aggressive,LA
543,black,30,Neutral,LA
544,royalblue,26,Aggressive,LA
545,royalblue,17,Aggressive,LA
546,royalblue,16,Aggressive,LA
547,royalblue,15,Aggressive,LA
548,royalblue,16,Aggressive,LA
549,royalblue,18,Aggressive,LA
550,black,22,Neutral,LA
551,royalblue,21,Aggressive,LA
552,royalblue,21,Aggressive,LA
553,fuchsia,22,Passive,LA
554,royalblue,18,Aggressive,LA
555,fuchsia,26,Passive,LA
556,black,24,Neutral,LA
557,royalblue,32,Aggressive,LA
558,royalblue,18,Aggressive,LA
559,royalblue,37,Aggressive,LA
560,royalblue,17,Aggressive,LA
561,royalblue,21,Aggressive,LA
562,royalblue,14,Aggressive,LA
563,royalblue,20,Aggressive,LA
564,royalblue,17,Aggressive,LA
565,royalblue,23,Aggressive,LA
566,royalblue,17,Aggressive,LA
567,royalblue,23,Aggressive,LA
568,royalblue,23,Aggressive,LA
569,royalblue,20,Aggressive,LA
570,royalblue,21,Aggressive,LA
571,royalblue,22,Aggressive,LA
572,royalblue,26,Aggressive,LA
573,royalblue,24,Aggressive,LA
574,royalblue,28,Aggressive,LA
575,royalblue,15,Aggressive,LA
576,fuchsia,21,Passive,LA
577,royalblue,34,Aggressive,LA
578,royalblue,22,Aggressive,LA
579,royalblue,22,Aggressive,LA
580,royalblue,23,Aggressive,LA
581,royalblue,18,Aggressive,LA
582,royalblue,25,Aggressive,LA
583,royalblue,18,Aggressive,LA
584,royalblue,20,Aggressive,LA
585,royalblue,20,Aggressive,LA
586,royalblue,22,Aggressive,LA
587,royalblue,15,Aggressive,LA
588,royalblue,19,Aggressive,LA
589,royalblue,17,Aggressive,LA
590,royalblue,18,Aggressive,LA
591,royalblue,23,Aggressive,LA
592,royalblue,15,Aggressive,LA
593,royalblue,17,Aggressive,LA
594,royalblue,16,Aggressive,LA
595,royalblue,20,Aggressive,LA
596,royalblue,20,Aggressive,LA
597,royalblue,26,Aggressive,LA
598,fuchsia,19,Passive,LA
599,royalblue,26,Aggressive,LA
